City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
454,Trinidad,BO,-14.8333,-64.9,87.78,74,40,14.97,scattered clouds
455,Cittanova,IT,38.3552,16.0798,54.34,88,71,8.79,broken clouds
456,Pryozerne,UA,45.2698,36.3303,48.06,87,100,23.47,overcast clouds
457,Gallatin,US,45.6666,-111.2008,28.89,82,1,0.0,clear sky
458,Sigli,ID,5.3848,95.9609,78.33,83,34,4.21,scattered clouds
459,Agadez,NE,19.75,10.25,66.6,28,23,10.29,few clouds
460,Naze,JP,28.3667,129.4833,56.5,62,6,6.96,clear sky
461,Kosino,RU,58.4127,51.2782,-0.04,98,98,7.27,overcast clouds
462,Christchurch,NZ,-43.5333,172.6333,61.95,86,90,1.01,overcast clouds
463,Babayurt,RU,43.6002,46.7789,33.96,55,89,2.39,overcast clouds
464,Eureka,US,40.8021,-124.1637,54.21,79,100,8.99,overcast clouds
465,Klaksvik,FO,62.2266,-6.589,36.52,94,100,56.24,overcast clouds
466,Turbat,PK,26.0023,63.044,70.36,61,94,15.08,overcast clouds
467,Lata,PT,40.1629,-8.3327,68.49,55,66,5.64,broken clouds
468,Maneadero,MX,31.7167,-116.5667,54.57,45,17,3.8,few clouds
469,Sisimiut,GL,66.9395,-53.6735,20.3,67,82,13.73,broken clouds
470,Yatou,CN,37.15,122.3833,32.76,66,7,8.72,clear sky
471,Bay Roberts,CA,47.5999,-53.2648,34.52,79,85,13.0,overcast clouds
472,Dakar,SN,14.6937,-17.4441,92.28,39,0,11.5,clear sky
473,Talnakh,RU,69.4865,88.3972,-32.22,93,28,5.97,scattered clouds
474,Mandalgovi,MN,45.7625,106.2708,10.49,38,1,8.93,clear sky
475,Grand-Lahou,CI,5.1367,-5.0242,84.92,63,69,8.14,broken clouds
476,Kisumu,KE,-0.1022,34.7617,75.47,66,85,5.73,overcast clouds
477,Ryotsu,JP,38.0833,138.4333,35.67,85,88,4.74,overcast clouds
478,Peddapuram,IN,17.0833,82.1333,78.89,80,0,5.23,clear sky
479,Hastings,GB,50.8552,0.5729,51.98,79,100,17.49,overcast clouds
480,Ulaangom,MN,49.9811,92.0667,-17.48,94,92,2.68,overcast clouds
481,Hervey Bay,AU,-25.2986,152.8535,75.02,82,0,3.0,clear sky
482,Codrington,AU,-38.2667,141.9667,55.29,73,73,11.81,broken clouds
483,Lerwick,GB,60.1545,-1.1494,39.2,67,86,38.07,overcast clouds
484,Tarakan,ID,3.3,117.6333,78.3,89,90,1.14,overcast clouds
485,Tabon,PH,9.2388,117.9946,74.8,93,100,5.68,overcast clouds
486,Kutum,SD,14.2,24.6667,63.97,28,75,11.23,broken clouds
487,Port Hawkesbury,CA,45.6169,-61.3485,28.78,71,90,16.11,light snow
488,Pochutla,MX,15.7432,-96.4661,82.81,41,0,4.05,clear sky
489,Te Anau,NZ,-45.4167,167.7167,55.51,92,100,0.78,overcast clouds
490,Kisesa,TZ,-3.0833,34.15,68.9,83,50,6.24,scattered clouds
491,Ulladulla,AU,-35.35,150.4667,67.1,90,70,1.32,broken clouds
492,Puerto Penasco,MX,31.3167,-113.5333,37.38,65,20,9.22,few clouds
493,San Cristobal,VE,7.7669,-72.225,75.38,38,97,6.35,overcast clouds
494,Miandrivazo,MG,-19.5167,45.4667,87.46,55,63,11.43,broken clouds
495,Amapa,BR,1.0,-52.0,81.72,76,100,4.09,overcast clouds
496,Mandali,IQ,33.7499,45.5541,50.36,72,100,2.68,overcast clouds
497,Araouane,ML,18.9048,-3.5265,77.88,14,0,12.5,clear sky
498,Shushtar,IR,32.0455,48.8567,58.23,53,61,4.03,broken clouds
499,El Alto,PE,-4.2714,-81.2147,78.46,63,94,13.09,overcast clouds
500,Abalak,RU,58.1286,68.5944,24.24,96,100,10.02,light snow
501,Svetlyy,RU,54.675,20.1347,42.85,94,100,15.12,overcast clouds
502,Baglung,NP,28.2719,83.5898,50.76,73,19,4.12,few clouds
503,Samarai,PG,-10.6167,150.6667,80.91,80,92,7.65,overcast clouds
504,Delmas,HT,18.5447,-72.3028,83.12,42,20,12.66,few clouds
505,Bonavista,CA,48.6499,-53.1147,32.11,75,100,27.94,overcast clouds
506,Tigil,RU,57.8,158.6667,-1.55,100,91,2.24,overcast clouds
507,Chapais,CA,49.7834,-74.8492,-15.02,92,83,5.53,broken clouds
508,Vardo,NO,70.3705,31.1107,17.58,86,90,8.05,light shower snow
509,Price,US,39.5994,-110.8107,12.42,78,1,0.0,clear sky
510,Filadelfia,US,39.9523,-75.1638,32.95,80,90,5.01,snow
511,La Cruz,MX,23.9167,-106.9,68.68,45,26,3.27,scattered clouds
512,Athens,GR,37.9795,23.7162,61.9,69,0,1.01,clear sky
513,Puerto Lempira,HN,15.2667,-83.7667,77.14,88,75,0.0,broken clouds
514,Kashi,CN,39.4547,75.9797,29.26,58,75,2.24,broken clouds
515,Mantua,IT,45.1667,10.7833,47.82,94,93,1.99,overcast clouds
516,Aborlan,PH,9.4352,118.5492,75.78,93,100,8.34,overcast clouds
517,Dolores,AR,-36.3132,-57.6792,100.02,17,3,9.08,clear sky
518,Kitui,KE,-1.367,38.0106,66.52,80,68,4.97,broken clouds
519,Kununurra,AU,-15.7667,128.7333,85.98,74,71,5.75,light rain
520,Buala,SB,-8.145,159.5921,80.31,84,100,7.74,light rain
521,Teguldet,RU,57.3064,88.1667,16.11,91,99,7.05,overcast clouds
522,Bay City,US,43.5945,-83.8889,21.94,74,90,5.99,overcast clouds
523,Torbay,CA,47.6666,-52.7314,33.76,82,75,29.93,broken clouds
524,Alihe,CN,50.5667,123.7167,-13.25,90,11,3.33,few clouds
525,West Bay,KY,19.3667,-81.4167,82.06,77,75,1.99,broken clouds
526,Richards Bay,ZA,-28.783,32.0377,78.12,80,69,7.67,broken clouds
527,Micoud,LC,13.8167,-60.9,84.18,56,20,26.46,few clouds
528,Davila,PH,18.4726,120.5763,75.18,72,34,12.33,scattered clouds
529,Vanavara,RU,60.34,102.2797,-2.67,99,100,1.99,overcast clouds
530,Saint-Paul,RE,-21.0096,55.2707,81.73,79,96,3.29,overcast clouds
531,Honiara,SB,-9.4333,159.95,77.95,85,93,6.87,overcast clouds
532,Zhezkazgan,KZ,47.8043,67.7144,30.72,99,100,9.82,overcast clouds
533,Haines Junction,CA,60.7522,-137.5108,-16.65,52,100,4.61,overcast clouds
534,Akdepe,TM,42.0551,59.3788,33.89,96,94,13.31,overcast clouds
535,Shenjiamen,CN,29.9576,122.298,50.52,71,0,1.7,clear sky
536,Ahipara,NZ,-35.1667,173.1667,59.81,86,45,2.42,scattered clouds
537,Boksitogorsk,RU,59.474,33.8485,10.74,93,96,7.25,overcast clouds
538,Marzuq,YE,14.4,46.4667,69.19,69,46,7.99,scattered clouds
539,Tromso,NO,69.6496,18.957,24.82,74,75,5.01,broken clouds
540,Tucuman,AR,-26.8241,-65.2226,89.6,55,0,3.44,clear sky
541,Tautira,PF,-17.7333,-149.15,78.82,81,100,17.98,light rain
542,Anqing,CN,30.5092,117.0506,48.79,37,21,4.85,few clouds
543,Souillac,MU,-20.5167,57.5167,80.37,78,75,10.36,broken clouds
544,Luau,AO,-10.7073,22.2247,75.85,76,99,2.91,light rain
545,Bambanglipuro,ID,-7.95,110.2833,76.41,79,100,2.75,overcast clouds
546,Pascagoula,US,30.3658,-88.5561,40.03,74,75,13.8,broken clouds
547,Ca Mau,VN,9.1769,105.15,76.3,77,88,8.34,overcast clouds
548,Garlasco,IT,45.1974,8.9238,53.19,88,100,4.12,overcast clouds
549,Golyshmanovo,RU,56.3979,68.3728,26.44,92,100,17.56,overcast clouds
550,Mana,GF,5.6592,-53.7767,81.5,66,29,11.07,scattered clouds
551,Portland,US,45.5234,-122.6762,41.86,93,90,3.0,overcast clouds
552,Jambi,ID,-1.6,103.6167,74.5,94,86,2.82,overcast clouds
553,Odweyne,SO,9.4092,45.064,77.23,36,67,7.96,broken clouds
554,Assen,NL,52.9967,6.5625,50.11,72,75,13.0,broken clouds
555,Celestun,MX,20.8667,-90.4,72.91,75,100,20.0,overcast clouds
556,Hede,CN,33.7681,120.2517,38.35,79,3,4.12,clear sky
557,Nouakchott,MR,18.0858,-15.9785,87.73,24,100,11.99,overcast clouds
558,Gornyak,RU,50.9942,81.4661,17.28,76,99,7.74,overcast clouds
559,Taicheng,CN,38.731,113.228,23.79,34,65,1.32,broken clouds
560,Ouadda,CF,8.0777,22.4007,85.41,22,98,5.39,overcast clouds
561,Iquique,CL,-20.2208,-70.1431,73.44,65,0,8.88,clear sky
562,Ahuimanu,US,21.4447,-157.8378,69.51,93,75,4.61,light rain
563,Marang,MY,5.2056,103.2059,78.71,91,72,7.43,broken clouds
564,Northam,GB,51.0333,-4.2167,52.02,91,100,14.23,overcast clouds
565,Salamanca,ES,40.8333,-6.0,62.38,70,68,9.46,broken clouds
566,Natal,BR,-5.795,-35.2094,88.02,66,75,16.11,broken clouds
567,Goderich,CA,43.7501,-81.7165,20.91,67,97,10.36,light snow
568,Puerto Carreno,CO,6.189,-67.4859,84.18,58,20,16.11,few clouds
569,Bayji,IQ,34.9311,43.487,48.34,79,16,4.79,few clouds
570,Bairiki,KI,1.3292,172.9752,80.6,83,40,9.22,scattered clouds
571,Lagoa,PT,39.05,-27.9833,57.22,55,63,14.7,broken clouds
572,Barra Do Bugres,BR,-15.0725,-57.1811,87.98,64,10,6.53,clear sky
573,Xiaoweizhai,CN,26.1903,107.5125,50.14,99,97,2.39,overcast clouds
574,Urucara,BR,-2.5364,-57.76,88.68,52,99,5.21,overcast clouds
575,Finschhafen,PG,-6.6024,147.8681,79.99,84,100,5.84,overcast clouds
576,Victor Harbor,AU,-35.5667,138.6167,61.0,76,22,3.0,few clouds
577,Merritt,CA,50.1123,-120.7942,25.45,97,100,2.75,overcast clouds
578,Bosanska Kostajnica,HR,45.2159,16.5444,49.98,88,96,2.62,overcast clouds
579,Chulman,RU,56.8479,124.9104,-45.8,100,73,1.45,broken clouds
580,Alaca,TR,40.1683,34.8425,34.43,52,63,5.01,broken clouds
581,Pringsewu,ID,-5.3582,104.9744,74.73,91,100,5.35,overcast clouds
582,Krasnoselkup,RU,65.7,82.4667,-2.69,98,100,12.37,overcast clouds
583,Xiongyue,CN,40.1774,122.1228,21.42,49,0,6.93,clear sky
584,Afua,BR,-0.1567,-50.3867,80.76,84,100,4.47,moderate rain
585,Portadown,GB,54.4241,-6.4412,43.39,77,100,16.17,light rain
586,Teluknaga,ID,-6.0989,106.6381,83.17,69,20,8.01,few clouds
587,Sechura,PE,-5.5569,-80.8222,76.98,58,59,6.62,broken clouds
588,Voh,NC,-20.9667,164.7,76.57,92,14,3.83,few clouds
589,San Isidro,PE,-12.1167,-77.05,72.25,80,40,1.01,scattered clouds
590,Isoka,ZM,-10.1606,32.6335,71.19,74,97,2.06,light rain
591,Alindao,CF,5.0267,21.2088,87.1,37,98,4.36,overcast clouds
592,Sant Julia De Loria,AD,42.4625,1.4825,56.79,54,0,0.0,clear sky
593,Bubaque,GW,11.2833,-15.8333,81.19,43,100,5.5,overcast clouds
594,Balkanabat,TM,39.5108,54.3671,43.0,66,100,3.8,overcast clouds
595,Bom Jesus,BR,-9.0744,-44.3586,78.71,86,95,3.87,overcast clouds
596,Bilyayivka,UA,46.4832,30.2168,41.47,74,100,7.7,overcast clouds
597,Gillette,US,44.2911,-105.5022,28.24,55,1,5.99,clear sky
598,Escarcega,MX,18.6089,-90.7454,73.09,92,98,5.61,overcast clouds
599,Cayenne,GF,4.9333,-52.3333,84.24,75,75,4.0,broken clouds
600,Bagru,IN,26.8088,75.5423,61.14,42,2,4.88,clear sky
601,Touros,BR,-5.1989,-35.4608,86.9,61,27,13.87,scattered clouds
602,Baie-Saint-Paul,CA,47.4411,-70.4986,14.99,48,22,1.3,few clouds
603,Svetlaya,RU,46.5389,138.3297,-1.01,70,12,10.4,few clouds
604,Champerico,GT,14.3,-91.9167,89.76,60,7,6.02,clear sky
605,Lisakovsk,KZ,52.5369,62.4936,19.08,90,81,14.05,broken clouds
606,Ossora,RU,59.2353,163.0719,28.56,97,100,11.3,snow
607,Kathu,TH,7.9178,98.3332,85.69,82,56,11.48,broken clouds
608,Erdaojiang,CN,41.7764,126.0319,-3.44,99,10,0.36,clear sky
609,Pemba,MZ,-12.974,40.5178,86.7,74,40,13.8,light rain
610,Plast,RU,54.3691,60.8136,13.33,80,100,11.88,overcast clouds
611,Newcastle,AU,-32.9272,151.7765,73.71,83,40,5.01,scattered clouds
612,Valparaiso,CL,-33.0393,-71.6273,77.23,60,0,6.91,clear sky
613,Jiamusi,CN,46.8333,130.35,-8.68,85,57,7.31,broken clouds
614,Kodinsk,RU,58.6881,99.1844,-2.13,100,93,3.04,overcast clouds
615,Ashland,US,40.8167,-82.2665,26.28,80,95,10.6,overcast clouds
616,Verkhnevilyuysk,RU,63.4453,120.3167,-45.74,100,99,1.52,overcast clouds
617,Benghazi,LY,32.1167,20.0667,61.86,75,3,9.24,clear sky
618,Bor,RU,56.3567,44.0669,10.33,100,85,2.08,overcast clouds
619,Olafsvik,IS,64.8945,-23.7142,28.11,72,96,6.31,overcast clouds
620,Ilulissat,GL,69.2167,-51.1,24.82,39,75,13.8,broken clouds
621,Prieska,ZA,-29.6641,22.7474,95.65,9,3,12.55,clear sky
622,Dongli,CN,23.5656,116.8194,57.18,94,7,2.24,clear sky
623,Onega,RU,63.9061,38.1404,-3.51,100,98,3.51,overcast clouds
624,Tarauaca,BR,-8.1614,-70.7656,91.94,46,19,5.79,few clouds
625,Chateauroux,FR,46.8167,1.7,54.55,94,75,12.66,light rain
626,Cabinda,AO,-5.55,12.2,86.14,70,20,8.05,few clouds
627,Letham,GB,56.6167,-2.7667,38.43,58,89,8.23,overcast clouds
628,Udachnyy,RU,66.4167,112.4,-46.55,80,64,1.34,broken clouds
629,Cubara,CO,7.0008,-72.1085,87.35,36,100,4.94,overcast clouds
630,Aurillac,FR,44.9167,2.45,52.05,84,75,4.61,broken clouds
631,Imbituba,BR,-28.24,-48.6703,89.49,70,98,7.58,overcast clouds
632,Gwanda,ZW,-20.9333,29.0,82.99,48,69,14.94,broken clouds
633,Paamiut,GL,61.994,-49.6678,28.92,95,100,2.21,snow
634,Itarema,BR,-2.9248,-39.9167,87.73,60,46,17.43,scattered clouds
635,Halifax,CA,44.6453,-63.5724,27.09,76,98,3.0,overcast clouds
636,Timra,SE,62.487,17.3257,28.11,100,90,0.0,overcast clouds
637,Kokopo,PG,-4.352,152.2633,77.23,86,100,6.89,light rain
638,Anchorage,US,61.2181,-149.9003,2.28,74,1,0.0,clear sky
639,Mezen,RU,65.8522,44.24,-0.47,96,99,7.2,overcast clouds
640,Caravelas,BR,-17.7125,-39.2481,84.4,57,100,9.4,overcast clouds
641,Alekseyevskoye,RU,55.3071,50.1135,9.28,99,55,7.16,broken clouds
642,Tlapacoyan,MX,19.9667,-97.2167,57.25,60,94,3.31,overcast clouds
643,Ampanihy,MG,-24.7,44.75,78.69,55,1,18.79,clear sky
644,Grand-Santi,GF,4.25,-54.3833,84.13,59,78,4.97,broken clouds
645,Frederikshavn,DK,57.4407,10.5366,45.99,84,99,20.29,overcast clouds
646,Jacareacanga,BR,-6.2222,-57.7528,81.09,89,87,3.87,overcast clouds
647,Cambridge,CA,43.3601,-80.3127,17.98,77,90,1.01,overcast clouds
648,Sal Rei,CV,16.1833,-22.9167,80.8,41,0,13.8,clear sky
649,Quelimane,MZ,-17.8786,36.8883,87.75,66,40,13.8,scattered clouds
650,Winnemucca,US,40.973,-117.7357,6.85,72,1,0.0,clear sky
651,Capitao Poco,BR,-1.7464,-47.0594,83.8,74,73,4.76,broken clouds
652,Kjollefjord,NO,70.9457,27.3465,19.45,69,100,20.94,light snow
653,Asfi,MA,32.2994,-9.2372,63.61,59,0,4.56,clear sky
654,Sao Teotonio,PT,37.5128,-8.7071,58.69,63,70,4.47,broken clouds
655,Nantucket,US,41.2835,-70.0995,38.14,77,100,27.27,overcast clouds
656,Gurupi,BR,-11.7292,-49.0686,79.16,83,95,5.86,overcast clouds
657,Mackenzie,CA,55.2999,-123.1698,-10.98,58,90,12.66,light snow
658,Calvinia,ZA,-31.4707,19.776,81.9,16,2,18.16,clear sky
659,Cap-Aux-Meules,CA,47.3821,-61.8597,21.25,73,75,19.57,broken clouds
660,Pathein,MM,16.7833,94.7333,71.13,81,2,5.17,clear sky
661,Hokitika,NZ,-42.7167,170.9667,59.9,89,100,2.33,overcast clouds
662,Acuitzio,MX,20.345,-101.9771,59.67,52,0,4.65,clear sky
663,Oistins,BB,13.0667,-59.5333,84.29,54,20,24.16,few clouds
664,Kudahuvadhoo,MV,2.6708,72.8944,81.39,78,81,9.8,broken clouds
665,Burns Lake,CA,54.2331,-125.7533,-2.78,95,100,5.75,light snow
666,Impfondo,CG,1.6381,18.0667,86.52,36,100,2.17,overcast clouds
667,Fairbanks,US,64.8378,-147.7164,-23.84,68,1,4.61,clear sky
668,Seguin,US,29.5688,-97.9647,45.72,72,1,1.01,clear sky
669,Westport,US,41.1415,-73.3579,31.96,58,100,1.99,snow
670,Shizunai,JP,42.3339,142.3669,24.85,61,98,29.86,overcast clouds
671,Nautla,MX,20.2167,-96.7833,60.93,51,94,14.43,overcast clouds
672,Jaguarari,BR,-10.2639,-40.1958,70.45,90,100,6.2,overcast clouds
673,Salekhard,RU,66.53,66.6019,-10.52,97,100,20.42,light snow
674,Kailua,US,21.4022,-157.7394,69.78,96,97,7.61,light rain
675,Onguday,RU,50.75,86.15,7.47,95,99,3.38,overcast clouds
676,Mildura,AU,-34.2,142.15,69.76,37,0,12.66,clear sky
677,Makasar,ID,-5.14,119.4221,77.05,100,40,5.75,scattered clouds
678,Nelson,NZ,-41.2833,173.2833,65.28,82,58,1.99,broken clouds
679,Sao Joao De Pirabas,BR,-0.7747,-47.1772,81.1,86,82,7.16,heavy intensity rain
680,Kharan,PK,28.5833,65.4167,64.11,48,100,1.16,overcast clouds
681,Atambua,ID,-9.1061,124.8925,74.89,91,94,0.81,overcast clouds
682,Abu Samrah,SY,35.3029,37.1841,49.78,47,0,5.57,clear sky
